0,1,5.0000
1,3,4.0000
2,1,4.0000
3,1,5.0000
4,1,5.0000
5,1,5.0000
6,1,5.0000
7,1,5.0000
8,7,3.5714
9,1,4.0000
10,1,4.0000
11,1,2.0000
12,1,5.0000
13,1,4.0000
14,1,5.0000
15,2,3.5000
16,1,5.0000
17,1,5.0000
18,1,1.0000
19,1,4.0000
20,1,4.0000
21,1,5.0000
22,1,5.0000
23,1,5.0000
24,8,4.5000
25,1,5.0000
26,1,4.0000
27,1,5.0000
28,1,5.0000
29,1,5.0000
30,1,4.0000
31,1,5.0000
32,1,4.0000
33,1,4.0000
34,1,5.0000
35,3,5.0000
36,1,5.0000
37,4,5.0000
38,3,5.0000
39,2,5.0000
40,3,4.3333
41,1,5.0000
42,3,5.0000
43,1,5.0000
44,1,5.0000
45,1,4.0000
46,3,4.0000
47,1,4.0000
48,1,5.0000
49,1,5.0000
50,1,5.0000
51,1,5.0000
52,2,5.0000
53,1,5.0000
54,1,5.0000
55,1,5.0000
56,1,5.0000
57,1,5.0000
58,1,5.0000
59,2,5.0000
60,1,4.0000
61,4,4.0000
62,1,3.0000
63,1,3.0000
64,1,5.0000
65,1,5.0000
66,2,4.5000
67,1,5.0000
68,2,5.0000
69,1,5.0000
70,1,5.0000
71,1,5.0000
72,1,5.0000
73,1,5.0000
74,1,4.0000
75,1,5.0000
76,1,5.0000
77,1,5.0000
78,1,4.0000
79,1,5.0000
80,1,2.0000
81,1,5.0000
82,2,4.0000
83,1,5.0000
84,1,4.0000
85,1,5.0000
86,1,4.0000
87,1,3.0000
88,1,4.0000
89,1,4.0000
90,14,4.2143
91,1,1.0000
92,1,5.0000
93,2,3.0000
94,1,3.0000
95,1,3.0000
96,1,2.0000
97,1,4.0000
98,1,5.0000
99,1,2.0000
100,1,4.0000
101,1,5.0000
102,1,5.0000
103,1,4.0000
104,1,2.0000
105,1,5.0000
106,1,2.0000
107,8,4.6250
108,1,5.0000
109,4,4.7500
110,1,3.0000
111,1,5.0000
112,2,4.5000
113,1,4.0000
114,1,3.0000
115,2,3.5000
116,6,3.6667
117,4,4.2500
118,1,1.0000
119,3,4.6667
120,1,5.0000
121,6,3.8333
122,2,5.0000
123,9,4.7778
124,5,4.4000
125,2,3.0000
126,1,4.0000
127,6,4.0000
128,6,4.3333
129,9,4.5556
130,1,5.0000
131,5,4.2000
132,5,4.4000
133,3,5.0000
134,3,5.0000
135,4,4.7500
136,3,5.0000
137,1,5.0000
138,1,5.0000
139,4,4.5000
140,1,4.0000
141,1,5.0000
142,5,3.6000
143,1,5.0000
144,6,5.0000
145,4,5.0000
146,4,4.7500
147,4,5.0000
148,3,5.0000
149,2,4.0000
150,5,4.0000
151,1,4.0000
152,3,5.0000
153,1,3.0000
154,9,4.1111
155,13,4.1538
156,2,5.0000
157,3,4.6667
158,1,5.0000
159,1,3.0000
160,1,5.0000
161,1,5.0000
162,2,4.5000
163,2,5.0000
164,2,4.0000
165,2,4.0000
166,8,4.6250
167,7,5.0000
168,2,4.0000
169,36,4.4444
170,5,3.4000
171,1,5.0000
172,8,4.2500
173,1,5.0000
174,1,3.0000
175,1,3.0000
176,5,3.8000
177,4,5.0000
178,1,3.0000
179,1,3.0000
180,3,4.3333
181,1,5.0000
182,1,5.0000
183,4,2.7500
184,2,5.0000
185,1,2.0000
186,1,5.0000
187,3,4.3333
188,2,5.0000
189,2,5.0000
190,8,4.3750
191,2,4.0000
192,1,2.0000
193,9,4.5556
194,17,4.4706
195,1,5.0000
196,5,5.0000
197,1,3.0000
198,2,3.5000
199,1,5.0000
200,2,4.0000
201,1,5.0000
202,2,5.0000
203,1,4.0000
204,1,5.0000
205,3,5.0000
206,1,5.0000
207,1,3.0000
208,1,5.0000
209,1,5.0000
210,1,2.0000
211,1,4.0000
212,1,5.0000
213,2,4.5000
214,1,3.0000
215,9,4.5556
216,1,5.0000
217,1,4.0000
218,1,3.0000
219,1,1.0000
220,2,2.0000
221,1,5.0000
222,1,5.0000
223,2,4.5000
224,1,5.0000
225,6,4.3333
226,4,3.2500
227,2,4.0000
228,4,4.2500
229,11,2.1818
230,1,5.0000
231,2,5.0000
232,2,3.0000
233,1,3.0000
234,1,5.0000
235,2,1.5000
236,1,2.0000
237,3,4.6667
238,1,5.0000
239,2,4.5000
240,8,4.6250
241,2,5.0000
242,5,4.6000
243,4,4.7500
244,1,5.0000
245,2,5.0000
246,1,2.0000
247,1,5.0000
248,3,4.3333
249,6,4.6667
250,2,3.0000
251,13,4.3846
252,12,4.7500
